"Site.name","SiteNum","U_depth","L_depth","mid_point","BD_final","OC_final","CD_calc"
"DMA05 JJ1","M0084",0.887666667,0.927666667,0.908,1.15,0.89,0.01
"DMA05 JJ1","M0084",0.927666667,0.94,0.934,1.15,0.9,0.01
"DMA05 JJ1","M0084",0.94,1,0.97,1.15,0.91,0.01
"DMA05 JJ2","M0085",0,0.023333333,0.012,1.05,1.27,0.013
"DMA05 JJ2","M0085",0.023333333,0.042666667,0.033,1.05,1.26,0.013
"DMA05 JJ2","M0085",0.042666667,0.063333333,0.053,1.06,1.21,0.013
"DMA05 JJ2","M0085",0.063333333,0.083,0.073,1.06,1.23,0.013
"DMA05 JJ2","M0085",0.083,0.102,0.093,1.07,1.19,0.013
"DMA05 JJ2","M0085",0.102,0.122333333,0.112,1.09,1.1,0.012
"DMA05 JJ2","M0085",0.122333333,0.142333333,0.132,1.11,1.02,0.011
"DMA05 JJ2","M0085",0.142333333,0.161666667,0.152,1.11,1.02,0.011
"DMA05 JJ2","M0085",0.161666667,0.187,0.174,1.1,1.07,0.012
"DMA05 JJ2","M0085",0.187,0.214333333,0.201,1.05,1.25,0.013
"DMA05 JJ2","M0085",0.214333333,0.245333333,0.23,1.07,1.16,0.012
"DMA05 JJ2","M0085",0.245333333,0.287333333,0.266,1.09,1.11,0.012
"DMA05 JJ2","M0085",0.287333333,0.325666667,0.307,1.1,1.07,0.012
"DMA05 JJ2","M0085",0.325666667,0.366333333,0.346,1.1,1.05,0.012
"DMA05 JJ2","M0085",0.366333333,0.405333333,0.386,1.11,1.04,0.012
"DMA05 JJ2","M0085",0.405333333,0.445333333,0.425,1.12,0.98,0.011
"DMA05 JJ2","M0085",0.445333333,0.485,0.465,1.12,0.98,0.011
"DMA05 JJ2","M0085",0.485,0.525666667,0.505,1.13,0.98,0.011
"DMA05 JJ2","M0085",0.525666667,0.568,0.547,1.13,0.97,0.011
"DMA05 JJ2","M0085",0.568,0.606,0.587,1.13,0.96,0.011
"DMA05 JJ2","M0085",0.606,0.645333333,0.626,1.14,0.93,0.011
"DMA05 JJ2","M0085",0.645333333,0.686666667,0.666,1.18,0.82,0.01
"DMA05 JJ2","M0085",0.686666667,0.728,0.707,1.17,0.83,0.01
"DMA05 JJ2","M0085",0.728,0.765666667,0.747,1.15,0.89,0.01
"DMA05 JJ2","M0085",0.765666667,0.805333333,0.786,1.15,0.91,0.01
"DMA05 JJ2","M0085",0.805333333,0.846333333,0.826,1.14,0.92,0.01
"DMA05 JJ2","M0085",0.846333333,0.887666667,0.867,1.17,0.83,0.01
"DMA05 JJ2","M0085",0.887666667,0.927666667,0.908,1.17,0.85,0.01
"DMA05 JJ2","M0085",0.927666667,0.94,0.934,1.22,0.72,0.009
"DMA05 JJ2","M0085",0.94,1,0.97,1.15,0.9,0.01
"DMA05 JJ3","M0086",0,0.023333333,0.012,1.02,1.36,0.014
"DMA05 JJ3","M0086",0.023333333,0.042666667,0.033,1,1.46,0.015
"DMA05 JJ3","M0086",0.042666667,0.063333333,0.053,1,1.5,0.015
"DMA05 JJ3","M0086",0.063333333,0.083,0.073,1.01,1.42,0.014
"DMA05 JJ3","M0086",0.083,0.102,0.093,1.03,1.33,0.014
"DMA05 JJ3","M0086",0.102,0.122333333,0.112,1.04,1.3,0.013
"DMA05 JJ3","M0086",0.122333333,0.142333333,0.132,0.97,1.64,0.016
"DMA05 JJ3","M0086",0.142333333,0.161666667,0.152,0.98,1.6,0.016
"DMA05 JJ3","M0086",0.161666667,0.187,0.174,0.98,1.6,0.016
"DMA05 JJ3","M0086",0.187,0.214333333,0.201,1.01,1.4,0.014
"DMA05 JJ3","M0086",0.214333333,0.245333333,0.23,1.06,1.21,0.013
"DMA05 JJ3","M0086",0.245333333,0.287333333,0.266,1.02,1.37,0.014
"DMA05 JJ3","M0086",0.287333333,0.325666667,0.307,1.01,1.41,0.014
"DMA05 JJ3","M0086",0.325666667,0.366333333,0.346,1.01,1.41,0.014
"DMA05 JJ3","M0086",0.366333333,0.405333333,0.386,1.04,1.3,0.014
"DMA05 JJ3","M0086",0.405333333,0.445333333,0.425,1.01,1.43,0.014
"DMA05 JJ3","M0086",0.445333333,0.485,0.465,1.01,1.41,0.014
"DMA05 JJ3","M0086",0.485,0.525666667,0.505,1.02,1.4,0.014
"DMA05 JJ3","M0086",0.525666667,0.568,0.547,1.03,1.32,0.014
"DMA05 JJ3","M0086",0.568,0.606,0.587,1.03,1.32,0.014
"DMA05 JJ3","M0086",0.606,0.645333333,0.626,1.04,1.31,0.014
"DMA05 JJ3","M0086",0.645333333,0.686666667,0.666,1.04,1.3,0.013
"DMA05 JJ3","M0086",0.686666667,0.728,0.707,1.04,1.29,0.013
"DMA05 JJ3","M0086",0.728,0.765666667,0.747,1.04,1.28,0.013
"DMA05 JJ3","M0086",0.765666667,0.805333333,0.786,1.05,1.27,0.013
"DMA05 JJ3","M0086",0.805333333,0.846333333,0.826,1.04,1.29,0.013
"DMA05 JJ3","M0086",0.846333333,0.887666667,0.867,1.05,1.26,0.013
"DMA05 JJ3","M0086",0.887666667,0.927666667,0.908,1.05,1.26,0.013
"DMA05 JJ3","M0086",0.927666667,0.94,0.934,1.05,1.25,0.013
"DMA05 JJ3","M0086",0.94,1,0.97,1.08,1.15,0.012
"RRT97 M1 25m","M0087",0,0.05,0.025,0.51,6.42,0.033
"RRT97 M1 50m","M0088",0,0.05,0.025,0.5,5.14,0.026
"RRT97 M2 25m","M0089",0,0.05,0.025,0.61,6.75,0.041
"RRT97 M2 50m","M0090",0,0.05,0.025,0.53,8.78,0.047
"RRT97 M3 25m","M0091",0,0.05,0.025,0.39,9.62,0.038
"RRT97 M3 50m","M0092",0,0.05,0.025,0.45,8.73,0.039
"CM04 C1","M0093",0,0.05,0.025,0.86,2.41,0.021
"CM04 C1","M0093",0.05,0.4,0.225,1.04,1.28,0.013
"CM04 C1","M0093",0.4,1,0.7,1.2,0.77,0.009
"CM04 C4","M0095",0,0.05,0.025,0.95,1.73,0.016
"CM04 C4","M0095",0.05,0.4,0.225,0.97,1.61,0.016
"CM04 C4","M0095",0.4,1,0.7,1.06,1.19,0.013
"CM04 C11","M0097",0,0.05,0.025,1.09,1.11,0.012
"CM04 C11","M0097",0.05,0.4,0.225,1.2,0.77,0.009
"CM04 C11","M0097",0.4,1,0.7,1.2,0.76,0.009
"CM04 C14","M0099",0,0.05,0.025,0.35,15.7,0.054
"CM04 C14","M0099",0.05,0.4,0.225,0.81,2.98,0.024
"CM04 C14","M0099",0.4,1,0.7,1.14,0.92,0.011
"CM04 C15","M0100",0,0.05,0.025,0.25,21.6,0.054
"CM04 C15","M0100",0.05,0.4,0.225,0.7,4.7,0.033
"CM04 C15","M0100",0.4,1,0.7,1.14,0.92,0.011
"CM04 C17","M0101",0,0.05,0.025,0.96,1.68,0.016
"CM04 C17","M0101",0.05,0.4,0.225,1.1,1.06,0.012
"CM04 C17","M0101",0.4,1,0.7,1.19,0.78,0.009
"CM04 C18","M0102",0,0.05,0.025,1.03,1.34,0.014
"CM04 C18","M0102",0.05,0.4,0.225,1.18,0.81,0.01
"CM04 C18","M0102",0.4,1,0.7,1.19,0.78,0.009
"CM04 C20","M0103",0,0.05,0.025,0.56,7.9,0.044
"CM04 C20","M0103",0.05,0.4,0.225,0.66,5.44,0.036
"CM04 C20","M0103",0.4,1,0.7,1,1.49,0.015
"CM04 C21","M0104",0,0.05,0.025,0.49,9.93,0.049
"CM04 C21","M0104",0.05,0.4,0.225,0.92,1.91,0.018
"CM04 C21","M0104",0.4,1,0.7,1,1.48,0.015
"CM04 C22","M0105",0,0.05,0.025,0.97,1.65,0.016
"CM04 C22","M0105",0.05,0.4,0.225,1.18,0.81,0.01
"CM04 C22","M0105",0.4,1,0.7,1.22,0.71,0.009
"CM04 C23","M0106",0,0.05,0.025,1.14,0.92,0.011
"CM04 C23","M0106",0.05,0.4,0.225,1.2,0.77,0.009
"CM04 C23","M0106",0.4,1,0.7,1.23,0.69,0.008
"CM04 C24","M0107",0,0.05,0.025,1.11,1.01,0.011
"CM04 C24","M0107",0.05,0.4,0.225,1.19,0.78,0.009
"CM04 C24","M0107",0.4,1,0.7,1.2,0.75,0.009
"CM04 C25","M0108",0,0.05,0.025,0.72,4.37,0.031
"CM04 C25","M0108",0.05,0.4,0.225,0.84,2.65,0.022
"CM04 C25","M0108",0.4,1,0.7,0.98,1.56,0.015
"CM04 C26","M0109",0,0.05,0.025,0.93,1.88,0.017
"CM04 C26","M0109",0.05,0.4,0.225,1.1,1.05,0.012
"CM04 C26","M0109",0.4,1,0.7,1.18,0.81,0.01
"CM04 C27","M0110",0,0.05,0.025,0.88,2.24,0.02
"CM04 C27","M0110",0.05,0.4,0.225,0.93,1.88,0.017
"CM04 C27","M0110",0.4,1,0.7,1.03,1.35,0.014
"CM04 C28","M0111",0,0.05,0.025,0.79,3.16,0.025
"CM04 C28","M0111",0.05,0.4,0.225,0.92,1.91,0.018
"CM04 C28","M0111",0.4,1,0.7,0.95,1.75,0.017
"CM04 C2","M0094",0,0.02,0.01,0.99,1.55,0.015
"CM04 C2","M0094",0.02,0.04,0.03,1.11,1.03,0.011
"CM04 C2","M0094",0.04,0.06,0.05,1.17,0.85,0.01
"CM04 C2","M0094",0.06,0.08,0.07,1.2,0.75,0.009
"CM04 C2","M0094",0.08,0.1,0.09,1.2,0.77,0.009
"CM04 C2","M0094",0.1,0.15,0.125,1.3,0.53,0.007
"CM04 C2","M0094",0.15,0.2,0.175,1.26,0.61,0.008
"CM04 C2","M0094",0.2,0.3,0.25,1.16,0.87,0.01
"CM04 C2","M0094",0.3,0.4,0.35,1.04,1.3,0.013
"CM04 C2","M0094",0.4,0.5,0.45,1.03,1.31,0.014
"CM04 C2","M0094",0.5,0.6,0.55,1.09,1.09,0.012
"CM04 C2","M0094",0.6,0.8,0.7,1.25,0.64,0.008
"CM04 C2","M0094",0.8,1,0.9,1.31,0.49,0.006
"CM04 C2","M0094",1,1.4,1.2,1.26,0.62,0.008
"CM04 C8","M0096",0,0.02,0.01,1.12,1,0.011
"CM04 C8","M0096",0.02,0.04,0.03,1.06,1.21,0.013
"CM04 C8","M0096",0.04,0.06,0.05,0.95,1.75,0.017
"CM04 C8","M0096",0.06,0.08,0.07,1.16,0.86,0.01
"CM04 C8","M0096",0.08,0.1,0.09,1.11,1.01,0.011
"CM04 C8","M0096",0.1,0.15,0.125,1.15,0.89,0.01
"CM04 C8","M0096",0.15,0.2,0.175,1.21,0.73,0.009
"CM04 C8","M0096",0.2,0.3,0.25,1.16,0.88,0.01
"CM04 C8","M0096",0.3,0.4,0.35,1.21,0.73,0.009
"CM04 C8","M0096",0.4,0.5,0.45,1.17,0.83,0.01
"CM04 C8","M0096",0.5,0.6,0.55,1.15,0.9,0.01
"CM04 C8","M0096",0.6,0.8,0.7,1.18,0.8,0.009
"CM04 C8","M0096",0.8,1,0.9,1.16,0.88,0.01
"CM04 C8","M0096",1,1.4,1.2,1.22,0.71,0.009
"CM04 C12","M0098",0,0.02,0.01,0.34,16.06,0.054
"CM04 C12","M0098",0.02,0.04,0.03,0.3,18.38,0.055
"CM04 C12","M0098",0.04,0.06,0.05,0.56,8.06,0.045
"CM04 C12","M0098",0.06,0.08,0.07,0.58,7.45,0.043
"CM04 C12","M0098",0.08,0.1,0.09,0.72,4.32,0.031
"CM04 C12","M0098",0.1,0.15,0.125,0.76,3.59,0.027
"CM04 C12","M0098",0.15,0.2,0.175,0.77,3.52,0.027
"CM04 C12","M0098",0.2,0.3,0.25,0.82,2.87,0.023
"CM04 C12","M0098",0.3,0.4,0.35,0.94,1.82,0.017
"CM04 C12","M0098",0.4,0.5,0.45,1.02,1.38,0.014
"CM04 C12","M0098",0.5,0.6,0.55,1.05,1.25,0.013
"CM04 C12","M0098",0.6,0.8,0.7,1.1,1.08,0.012
"CM04 C12","M0098",0.8,1,0.9,1.09,1.08,0.012
"CM04 C12","M0098",1,1.4,1.2,1.07,1.16,0.012
"EL98 Rhizophora","M0112",0,0.007,0.004,0.17,30.43,0.052
"EL98 Rhizophora","M0112",0.007,0.01,0.009,0.14,37.17,0.051
"EL98 Rhizophora","M0112",0.01,0.027,0.019,0.17,30.98,0.052
"EL98 Rhizophora","M0112",0.027,0.036,0.032,0.16,32.95,0.052
"EL98 Rhizophora","M0112",0.036,0.046,0.041,0.18,29.72,0.052
"EL98 Rhizophora","M0112",0.046,0.055,0.051,0.16,32.1,0.052
"EL98 Rhizophora","M0112",0.055,0.066,0.061,0.17,30.7,0.052
"EL98 Rhizophora","M0112",0.066,0.074,0.07,0.16,31.41,0.052
"EL98 Rhizophora","M0112",0.074,0.087,0.081,0.17,30.15,0.052
"EL98 Rhizophora","M0112",0.087,0.095,0.091,0.16,31.71,0.052
"EL98 Rhizophora","M0112",0.095,0.103,0.099,0.17,30.84,0.052
"EL98 Rhizophora","M0112",0.103,0.142,0.123,0.15,33.23,0.051
"EL98 Rhizophora","M0112",0.142,0.2,0.171,0.16,32.93,0.052
"EL98 Rhizophora","M0112",0.2,0.302,0.251,0.16,31.76,0.052
"EL98 Rhizophora","M0112",0.302,0.324,0.313,0.16,31.47,0.052
"EL98 Rhizophora","M0112",0.324,0.401,0.363,0.17,30.94,0.052
"EL98 Rhizophora","M0112",0.401,0.522,0.462,0.15,34.03,0.051
"EL98 Rhizophora","M0112",0.522,0.601,0.562,0.16,31.63,0.052
"EL98 Rhizophora","M0112",0.601,0.664,0.633,0.15,33.35,0.051
"EL98 Rhizophora","M0112",0.664,0.785,0.725,0.16,32.24,0.052
"EL98 Rhizophora","M0112",0.785,0.982,0.884,0.17,30.95,0.052
"EL98 Rhizophora","M0112",0.982,1.183,1.083,0.18,29.18,0.052
"EL98 Rhizophora","M0112",1.183,1.38,1.282,0.17,30.65,0.052
"EL98 Rhizophora","M0112",1.38,1.584,1.482,0.19,27.56,0.053
"EL98 Rhizophora","M0112",1.584,1.736,1.66,0.19,27.49,0.053
"EL98 Laguncularia","M0113",0,0.012,0.006,0.15,34.61,0.051
"EL98 Laguncularia","M0113",0.012,0.02,0.016,0.15,34.85,0.051
"EL98 Laguncularia","M0113",0.02,0.028,0.024,0.14,35.7,0.051
"EL98 Laguncularia","M0113",0.028,0.038,0.033,0.14,36.62,0.051
"EL98 Laguncularia","M0113",0.038,0.049,0.044,0.15,35.35,0.051
"EL98 Laguncularia","M0113",0.049,0.054,0.052,0.14,36.47,0.051
"EL98 Laguncularia","M0113",0.054,0.062,0.058,0.14,36.15,0.051
"EL98 Laguncularia","M0113",0.062,0.07,0.066,0.15,35.03,0.051
"EL98 Laguncularia","M0113",0.07,0.079,0.075,0.14,36.63,0.051
"EL98 Laguncularia","M0113",0.079,0.162,0.121,0.15,34.64,0.051
"EL98 Laguncularia","M0113",0.162,0.263,0.213,0.14,37.05,0.051
"EL98 Laguncularia","M0113",0.263,0.365,0.314,0.16,32.66,0.052
"EL98 Laguncularia","M0113",0.365,0.464,0.415,0.16,32.58,0.052
"EL98 Laguncularia","M0113",0.464,0.586,0.525,0.17,29.83,0.052
"EL98 Laguncularia","M0113",0.586,0.661,0.624,0.18,28.48,0.052
"EL98 Laguncularia","M0113",0.661,0.76,0.711,0.25,21.53,0.054
"EL98 Laguncularia","M0113",0.76,0.884,0.822,0.14,36.97,0.051
"EL98 Laguncularia","M0113",0.884,1.111,0.998,0.15,34.63,0.051
"EL98 Laguncularia","M0113",1.111,1.284,1.198,0.16,32.81,0.052
"EL98 Laguncularia","M0113",1.284,1.385,1.335,0.14,36.55,0.051
"EL98 Laguncularia","M0113",1.385,1.485,1.435,0.15,34.15,0.051
"EL98 Laguncularia","M0113",1.485,1.634,1.56,0.15,34.64,0.051
"EL98 Laguncularia","M0113",1.634,1.785,1.71,0.14,37.35,0.051
"EL98 Laguncularia","M0113",1.785,1.885,1.835,0.14,35.45,0.051
"EL98 Laguncularia","M0113",1.885,1.988,1.937,0.15,35.12,0.051
"EL98 Acrostichum","M0114",0,0.013,0.007,0.15,35.09,0.051
"EL98 Acrostichum","M0114",0.013,0.019,0.016,0.14,35.98,0.051
"EL98 Acrostichum","M0114",0.019,0.028,0.024,0.14,35.76,0.051
"EL98 Acrostichum","M0114",0.028,0.038,0.033,0.14,36.79,0.051
"EL98 Acrostichum","M0114",0.038,0.049,0.044,0.14,35.62,0.051
"EL98 Acrostichum","M0114",0.049,0.057,0.053,0.14,35.41,0.051
"EL98 Acrostichum","M0114",0.057,0.07,0.064,0.14,35.99,0.051
"EL98 Acrostichum","M0114",0.07,0.079,0.075,0.15,35.26,0.051
"EL98 Acrostichum","M0114",0.079,0.09,0.085,0.15,33.35,0.051
"EL98 Acrostichum","M0114",0.09,0.098,0.094,0.19,28.2,0.052
"EL98 Acrostichum","M0114",0.098,0.106,0.102,0.17,31.31,0.052
"EL98 Acrostichum","M0114",0.106,0.142,0.124,0.17,30.87,0.052
"EL98 Acrostichum","M0114",0.142,0.204,0.173,0.16,31.88,0.052
"EL98 Acrostichum","M0114",0.204,0.306,0.255,0.17,30.83,0.052
"EL98 Acrostichum","M0114",0.306,0.404,0.355,0.22,23.9,0.054
"EL98 Acrostichum","M0114",0.404,0.506,0.455,0.29,19.08,0.055
"EL98 Acrostichum","M0114",0.506,0.605,0.556,0.2,26.11,0.053
"EL98 Acrostichum","M0114",0.605,0.687,0.646,0.18,28.7,0.052
"EL98 Acrostichum","M0114",0.687,0.786,0.737,0.22,24.78,0.053
"EL98 Acrostichum","M0114",0.786,0.888,0.837,0.22,24.48,0.053
"EL98 Acrostichum","M0114",0.888,1.03,0.959,0.13,38.51,0.051
"EL98 Acrostichum","M0114",1.03,1.111,1.071,0.13,39.93,0.051
"EL98 Acrostichum","M0114",1.111,1.191,1.151,0.14,36.76,0.051
"EL98 Acrostichum","M0114",1.191,1.312,1.252,0.15,35.2,0.051
"EL98 Acrostichum","M0114",1.312,1.394,1.353,0.13,38.92,0.051
"EL98 Acrostichum","M0114",1.394,1.486,1.44,0.14,37.79,0.051
"EL98 Acrostichum","M0114",1.486,1.587,1.537,0.16,32.96,0.052
"EL98 Acrostichum","M0114",1.587,1.687,1.637,0.14,37.21,0.051
"EL98 Acrostichum","M0114",1.687,1.788,1.738,0.13,38.47,0.051
"EL98 Cladium","M0115",0,0.01231,0.006,0.14,36.5,0.051
"EL98 Cladium","M0115",0.01231,0.01509,0.014,0.13,40.98,0.051
"EL98 Cladium","M0115",0.01509,0.02925,0.022,0.12,42.89,0.052
"EL98 Cladium","M0115",0.02925,0.04747,0.038,0.12,44.51,0.052
"EL98 Cladium","M0115",0.04747,0.05532,0.051,0.13,39.14,0.051
"EL98 Cladium","M0115",0.05532,0.06754,0.061,0.13,41.05,0.051
"EL98 Cladium","M0115",0.06754,0.07903,0.073,0.13,40.59,0.051
"EL98 Cladium","M0115",0.07903,0.08773,0.083,0.14,37.9,0.051
"EL98 Cladium","M0115",0.08773,0.0991,0.093,0.14,37.45,0.051
"EL98 Cladium","M0115",0.0991,0.10526,0.102,0.13,41.11,0.051
"EL98 Cladium","M0115",0.10526,0.14142,0.123,0.13,39.78,0.051
"EL98 Cladium","M0115",0.14142,0.20393,0.173,0.13,39.54,0.051
"EL98 Cladium","M0115",0.20393,0.30174,0.253,0.14,35.49,0.051
"EL98 Cladium","M0115",0.30174,0.40402,0.353,0.14,36.14,0.051
"EL98 Cladium","M0115",0.40402,0.50437,0.454,0.13,39.66,0.051
"EL98 Cladium","M0115",0.50437,0.60387,0.554,0.14,36.8,0.051
"EL98 Cladium","M0115",0.60387,0.68185,0.643,0.13,38.4,0.051
"EL98 Cladium","M0115",0.68185,0.78754,0.735,0.12,43.63,0.052
"EL98 Cladium","M0115",0.78754,0.88823,0.838,0.12,42.86,0.052
"EL98 Cladium","M0115",0.88823,0.98786,0.938,0.12,42.24,0.052
"EL98 Cladium","M0115",0.98786,1.0847,1.036,0.12,42.62,0.052
"EL98 Cladium","M0115",1.0847,1.18396,1.134,0.12,45.5,0.052
"EL98 Cladium","M0115",1.18396,1.28539,1.235,0.11,48.78,0.053
"EL98 Cladium","M0115",1.28539,1.38416,1.335,0.11,47.19,0.053
"EL98 Cladium","M0115",1.38416,1.48657,1.435,0.11,46.71,0.053
"EL98 Cladium","M0115",1.48657,1.63697,1.562,0.11,45.91,0.052
"EL98 Pterocarpus","M0116",0,0.012,0.006,0.13,39.48,0.051
"EL98 Pterocarpus","M0116",0.012,0.02,0.016,0.12,41.24,0.051
"EL98 Pterocarpus","M0116",0.02,0.029,0.025,0.13,39.61,0.051
"EL98 Pterocarpus","M0116",0.029,0.036,0.033,0.13,38.17,0.051
"EL98 Pterocarpus","M0116",0.036,0.046,0.041,0.14,37.7,0.051
"EL98 Pterocarpus","M0116",0.046,0.06,0.053,0.13,38.94,0.051
"EL98 Pterocarpus","M0116",0.06,0.067,0.064,0.14,35.84,0.051
"EL98 Pterocarpus","M0116",0.067,0.078,0.073,0.14,35.94,0.051
"EL98 Pterocarpus","M0116",0.078,0.088,0.083,0.16,31.43,0.052
"EL98 Pterocarpus","M0116",0.088,0.097,0.093,0.14,37.71,0.051
"EL98 Pterocarpus","M0116",0.097,0.108,0.103,0.13,38.18,0.051
"EL98 Pterocarpus","M0116",0.108,0.144,0.126,0.14,37.1,0.051
"EL98 Pterocarpus","M0116",0.144,0.202,0.173,0.13,39.42,0.051
"EL98 Pterocarpus","M0116",0.202,0.305,0.254,0.14,36.69,0.051
"EL98 Pterocarpus","M0116",0.305,0.402,0.354,0.14,37.62,0.051
"EL98 Pterocarpus","M0116",0.402,0.501,0.452,0.16,32.52,0.052
"EL98 Pterocarpus","M0116",0.501,0.603,0.552,0.16,31.84,0.052
"EL98 Pterocarpus","M0116",0.603,0.68,0.642,0.14,37.76,0.051
"EL98 Pterocarpus","M0116",0.68,0.786,0.733,0.15,35.14,0.051
"EL98 Pterocarpus","M0116",0.786,0.886,0.836,0.14,36.9,0.051
"EL98 Pterocarpus","M0116",0.886,0.984,0.935,0.14,36.4,0.051
"EL98 Pterocarpus","M0116",0.984,1.084,1.034,0.13,39.22,0.051
"EL98 Pterocarpus","M0116",1.084,1.187,1.136,0.13,38.24,0.051
"EL98 Pterocarpus","M0116",1.187,1.285,1.236,0.13,40.46,0.051
"EL98 Pterocarpus","M0116",1.285,1.383,1.334,0.12,44.32,0.052
"EL98 Pterocarpus","M0116",1.383,1.484,1.434,0.13,39.12,0.051
"EL98 Pterocarpus","M0116",1.484,1.585,1.535,0.13,39.21,0.051
"EL98 Pterocarpus","M0116",1.585,1.685,1.635,0.14,37.61,0.051
"EL98 Pterocarpus","M0116",1.685,1.782,1.734,0.13,38.27,0.051
"EL98 Pterocarpus","M0116",1.782,1.886,1.834,0.13,39.53,0.051
"SB03 Coringa 1","M0117",0,0.05,0.025,1.18,0.82,0.01
"SB03 Coringa 2","M0118",0,0.05,0.025,1.1,1.06,0.012
"SB03 Coringa 3","M0119",0,0.05,0.025,1.18,0.82,0.01
"SB03 Coringa 4","M0120",0,0.05,0.025,1.15,0.91,0.01
"SB03 Coringa 5","M0121",0,0.05,0.025,1.06,1.23,0.013
"SB03 Coringa 6","M0122",0,0.05,0.025,1.21,0.73,0.009
"SB03 Coringa 7","M0123",0,0.05,0.025,1.23,0.67,0.008
"SB03 Coringa 8","M0124",0,0.05,0.025,1.13,0.97,0.011
"SB03 Coringa 9","M0125",0,0.05,0.025,1.13,0.97,0.011
"SB03 Coringa 10","M0126",0,0.05,0.025,1.1,1.06,0.012
"SB03 Coringa 11","M0127",0,0.05,0.025,1.17,0.83,0.01
"SB03 Coringa 12","M0128",0,0.05,0.025,1.06,1.21,0.013
"SB03 Coringa 13","M0129",0,0.05,0.025,1.16,0.88,0.01
"SB03 Coringa 14","M0130",0,0.05,0.025,1.28,0.56,0.007
"SB03 Coringa 15","M0131",0,0.05,0.025,1.01,1.43,0.014
"SB03 Coringa 16","M0132",0,0.05,0.025,0.87,2.32,0.02
"SB03 Coringa 17","M0133",0,0.05,0.025,1.15,0.89,0.01
"SB03 Coringa 18","M0134",0,0.05,0.025,1.19,0.77,0.009
"SB03 Coringa 19","M0135",0,0.05,0.025,1.13,0.95,0.011
"SB03 Coringa 20","M0136",0,0.05,0.025,1.1,1.06,0.012
"SB03 Coringa 21","M0137",0,0.05,0.025,0.74,3.93,0.029
"SB03 Coringa 22","M0138",0,0.05,0.025,0.74,4.01,0.03
"SB03 Coringa 23","M0139",0,0.05,0.025,0.74,3.91,0.029
"SB03 Galle Excoecarcia 1","M0140",0,0.05,0.025,0.83,2.75,0.023
"SB03 Galle Excoecarcia 2","M0141",0,0.05,0.025,0.84,2.58,0.022
"SB03 Galle Excoecarcia 3","M0142",0,0.05,0.025,0.94,1.79,0.017
"SB03 Galle Excoecarcia 4","M0143",0,0.05,0.025,0.95,1.75,0.017
"SB03 Galle Excoecarcia 5","M0144",0,0.05,0.025,0.71,4.5,0.032
"SB03 Galle Excoecarcia 6","M0145",0,0.05,0.025,0.69,4.94,0.034
"SB03 Galle Excoecarcia 7","M0146",0,0.05,0.025,0.77,3.5,0.027
"SB03 Galle Excoecarcia 8","M0147",0,0.05,0.025,0.73,4.17,0.03
"SB03 Galle Rhizophora 1","M0148",0,0.05,0.025,0.78,3.32,0.026
"SB03 Galle Rhizophora 2","M0149",0,0.05,0.025,0.68,5.04,0.034
"SB03 Galle Rhizophora 3","M0150",0,0.05,0.025,0.4,13.05,0.053
"SB03 Galle Rhizophora 4","M0151",0,0.05,0.025,0.37,14.49,0.054
"SB03 Galle Rhizophora 5","M0152",0,0.05,0.025,0.29,18.61,0.055
"SB03 Galle Rhizophora 6","M0153",0,0.05,0.025,0.24,22.7,0.054
"SB03 Galle Rhizophora 7","M0154",0,0.05,0.025,0.17,29.91,0.052
"SB03 Galle Rhizophora 8","M0155",0,0.05,0.025,0.16,31.71,0.052
"SB03 Pambala Avicennia 1","M0156",0,0.05,0.025,0.49,10.01,0.049
"SB03 Pambala Avicennia 2","M0157",0,0.05,0.025,0.53,8.81,0.047
"SB03 Pambala Avicennia 3","M0158",0,0.05,0.025,0.51,9.46,0.048
"SB03 Pambala Avicennia 4","M0159",0,0.05,0.025,0.49,10.13,0.049
"SB03 Pambala Avicennia 5","M0160",0,0.05,0.025,0.49,9.86,0.049
"SB03 Pambala Avicennia 6","M0161",0,0.05,0.025,0.51,9.31,0.048
"SB03 Pambala Avicennia 7","M0162",0,0.05,0.025,0.39,13.57,0.053
"SB03 Pambala Avicennia 8","M0163",0,0.05,0.025,0.5,9.7,0.048
"SB03 Pambala Rhizophora 1","M0164",0,0.05,0.025,0.42,12.49,0.052
"SB03 Pambala Rhizophora 2","M0165",0,0.05,0.025,0.32,16.94,0.055
"SB03 Pambala Rhizophora 3","M0166",0,0.05,0.025,0.31,17.82,0.055
"SB03 Pambala Rhizophora 4","M0167",0,0.05,0.025,0.3,17.95,0.055
"SB03 Pambala Rhizophora 5","M0168",0,0.05,0.025,0.29,18.78,0.055
"SB03 Pambala Rhizophora 6","M0169",0,0.05,0.025,0.28,19.16,0.055
"SB03 Pambala Rhizophora 7","M0170",0,0.05,0.025,0.28,19.4,0.055
"SB03 Pambala Rhizophora 8","M0171",0,0.05,0.025,0.23,23.54,0.054
"ACA14 Average","M0172",0,0.3,0.15,1.62,0,0.058
"MFA13 Isla Pitaya","M0173",0,0.15,0.075,0.3,28.8,0.086
"MFA13 Isla Pitaya","M0173",0.15,0.3,0.225,0.25,29.4,0.074
"MFA13 Isla Pitaya","M0173",0.3,0.5,0.4,0.26,33.9,0.088
"MFA13 Isla Pitaya","M0173",0.5,1,0.75,0.21,33.5,0.07
"MFA13 Isla Pitaya","M0173",1,1.47,1.235,0.23,35.1,0.081
