"","SOURCEID","DEPTH","OCDENS","MNGUSG_30mf","SOCS_0_200cm_30m","mfw_30m","a2012mfw_30m","TREL10_30m","TRC_30m","SW1L14_30m","SW2L14_30m","SW1_30m","SW2_30m","SRTMGL1_30m","REDL14_30m","RED_30m","OCCGSW_30m","NIRL14_30m","EXTGSW_30m","NIR_30m","SST_1_30m","SST_2_30m","SST_3_30m","SST_4_30m","TSM_1_30m","TSM_2_30m","TSM_3_30m","TSM_4_30m","TidalRange_30m","MTYP_Organogenic_30m","MTYP_Mineralogenic_30m","MTYP_Estuarine_30m","OCDENS.predicted"
"3547","RKB16 Iron Bound",100,53,100,983,18,18,83,69,45,21,48,23,4,15,8,0,58,0,57,2500,2784,2905,2611,21,40,17,22,674,100,0,0,35.0098888201001
"3548","RKB16 Iron Bound",148,25,100,983,18,18,83,69,45,21,48,23,4,15,8,0,58,0,57,2500,2784,2905,2611,21,40,17,22,674,100,0,0,38.340162037037
"3549","RKB16 Iron Bound",0,56,100,983,18,18,83,69,45,21,48,23,4,15,8,0,58,0,57,2500,2784,2905,2611,21,40,17,22,674,100,0,0,56.5369348313378
"3550","RKB16 Iron Bound",15,61,100,983,18,18,83,69,45,21,48,23,4,15,8,0,58,0,57,2500,2784,2905,2611,21,40,17,22,674,100,0,0,55.7429188363971
"3551","RKB16 Iron Bound",30,52,100,983,18,18,83,69,45,21,48,23,4,15,8,0,58,0,57,2500,2784,2905,2611,21,40,17,22,674,100,0,0,57.4506822604479
"3552","RKB16 Iron Bound",50,53,100,983,18,18,83,69,45,21,48,23,4,15,8,0,58,0,57,2500,2784,2905,2611,21,40,17,22,674,100,0,0,53.0577340551605
"3553","RKB16 Iron Bound",100,25,100,983,18,18,83,69,45,21,48,23,4,15,8,0,58,0,57,2500,2784,2905,2611,21,40,17,22,674,100,0,0,45.9310338256121
"3554","RKB16 Western Path",7.5,67,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,58.1079472835966
"3555","RKB16 Western Path",22.5,56,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,56.678664581989
"3556","RKB16 Western Path",40,42,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,49.0102740490671
"3557","RKB16 Western Path",75,40,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,44.1672045354337
"3558","RKB16 Western Path",180,39,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,40.6693559218559
"3559","RKB16 Western Path",15,67,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,55.8933242739645
"3560","RKB16 Western Path",30,56,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,49.2281260797106
"3561","RKB16 Western Path",50,42,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,44.2319248221822
"3562","RKB16 Western Path",100,40,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,42.1608945874387
"3563","RKB16 Western Path",260,39,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,40.5921482137391
"3564","RKB16 Western Path",0,67,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,58.7278039076327
"3565","RKB16 Western Path",15,56,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,60.0762469760632
"3566","RKB16 Western Path",30,42,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,55.0105552139271
"3567","RKB16 Western Path",50,40,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,45.3208627369586
"3568","RKB16 Western Path",100,39,100,906,156,156,86,80,33,11,34,14,6,11,12,0,48,0,51,2506,2791,2908,2619,22,40,19,25,673,100,0,0,41.6326260371573
"3569","RKB16 Oyster Bed",7.5,76,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,72.8579215922966
"3570","RKB16 Oyster Bed",22.5,78,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,71.7872043781135
"3571","RKB16 Oyster Bed",40,64,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,70.3679211515608
"3572","RKB16 Oyster Bed",75,66,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,65.5950118135832
"3573","RKB16 Oyster Bed",185,53,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,60.3435415594507
"3574","RKB16 Oyster Bed",15,76,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,73.2990435490435
"3575","RKB16 Oyster Bed",30,78,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,67.7095668410737
"3576","RKB16 Oyster Bed",50,64,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,67.2802594231165
"3577","RKB16 Oyster Bed",100,66,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,60.2794182669183
"3578","RKB16 Oyster Bed",270,53,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,57.4880327635328
"3579","RKB16 Oyster Bed",0,76,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,72.4712435897436
"3580","RKB16 Oyster Bed",15,78,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,72.5581423551573
"3581","RKB16 Oyster Bed",30,64,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,72.0717225625012
"3582","RKB16 Oyster Bed",50,66,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,66.4255452109619
"3583","RKB16 Oyster Bed",100,53,100,1005,0,0,62,0,35,14,40,17,5,15,14,0,62,0,49,2506,2792,2909,2620,23,40,20,25,673,100,0,0,64.8497658013283
"3584","RKB16 Turtle Harbor",7.5,45,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,44.681221001221
"3585","RKB16 Turtle Harbor",22.5,47,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,44.0769779492994
"3586","RKB16 Turtle Harbor",40,38,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,43.0259181735372
"3587","RKB16 Turtle Harbor",75,39,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,40.8997980280589
"3588","RKB16 Turtle Harbor",120,40,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,38.9030653556969
"3589","RKB16 Turtle Harbor",15,45,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,44.8746951461237
"3590","RKB16 Turtle Harbor",30,47,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,40.7321398839256
"3591","RKB16 Turtle Harbor",50,38,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,41.1799474030243
"3592","RKB16 Turtle Harbor",100,39,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,40.0501625689126
"3593","RKB16 Turtle Harbor",140,40,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,38.3146967273728
"3594","RKB16 Turtle Harbor",0,45,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,44.9900263702347
"3595","RKB16 Turtle Harbor",15,47,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,44.1085966625967
"3596","RKB16 Turtle Harbor",30,38,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,44.2615784943654
"3597","RKB16 Turtle Harbor",50,39,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,40.3415431975432
"3598","RKB16 Turtle Harbor",100,40,100,949,9,9,0,0,37,11,44,18,5,12,25,0,78,0,56,2493,2781,2895,2591,23,42,19,23,671,100,0,0,39.5820512820513
"3599","HR08 Native Plantation",10,10,100,289,0,0,12,0,36,20,45,20,1,19,24,11,53,1,68,1237,2360,2769,1564,1372,1584,2130,2115,6723,0,0,100,13.6155737704918
"3600","HR08 Native Plantation",20,10,100,289,0,0,12,0,36,20,45,20,1,19,24,11,53,1,68,1237,2360,2769,1564,1372,1584,2130,2115,6723,0,0,100,13.215611814346
"3601","HR08 Native Plantation",0,10,100,289,0,0,12,0,36,20,45,20,1,19,24,11,53,1,68,1237,2360,2769,1564,1372,1584,2130,2115,6723,0,0,100,13.1073170731707
"3602","HR08 Natural Forest",10,18,100,253,0,0,0,0,34,16,40,19,1,21,26,0,50,0,67,1313,2378,2790,1683,824,932,1228,1043,6773,0,0,100,18.0126488095238
"3603","HR08 Natural Forest",20,18,100,253,0,0,0,0,34,16,40,19,1,21,26,0,50,0,67,1313,2378,2790,1683,824,932,1228,1043,6773,0,0,100,16.8655663780664
"3604","HR08 Natural Forest",0,18,100,253,0,0,0,0,34,16,40,19,1,21,26,0,50,0,67,1313,2378,2790,1683,824,932,1228,1043,6773,0,0,100,18.9264863341786
"3611","HR08 8-year Exotic Plantation",10,12,100,289,420,420,47,66,43,19,38,17,5,29,17,0,62,0,75,1329,2262,2775,1651,1056,1196,1663,1422,6715,0,0,100,14.234455026455
"3612","HR08 8-year Exotic Plantation",20,12,100,289,420,420,47,66,43,19,38,17,5,29,17,0,62,0,75,1329,2262,2775,1651,1056,1196,1663,1422,6715,0,0,100,13.4355010660981
"3613","HR08 8-year Exotic Plantation",0,12,100,289,420,420,47,66,43,19,38,17,5,29,17,0,62,0,75,1329,2262,2775,1651,1056,1196,1663,1422,6715,0,0,100,15.3378684807256
"3614","HR08 10-year Exotic Plantation",10,13,100,403,0,0,11,0,39,21,41,19,1,20,21,14,54,1,64,1297,2356,2753,1628,1523,1554,1927,2035,6636,0,0,100,15.9023468646718
"3615","HR08 10-year Exotic Plantation",20,13,100,403,0,0,11,0,39,21,41,19,1,20,21,14,54,1,64,1297,2356,2753,1628,1523,1554,1927,2035,6636,0,0,100,15.4459679646507
"3616","HR08 10-year Exotic Plantation",0,13,100,403,0,0,11,0,39,21,41,19,1,20,21,14,54,1,64,1297,2356,2753,1628,1523,1554,1927,2035,6636,0,0,100,18.5239934185056
"3627","RHB16 Bayswater",5,15,100,366,0,0,43,0,26,8,33,18,4,14,42,18,53,1,40,1179,900,678,729,281,335,268,349,5727,0,100,0,21.1024691358025
"3628","RHB16 Bayswater",15,19,100,366,0,0,43,0,26,8,33,18,4,14,42,18,53,1,40,1179,900,678,729,281,335,268,349,5727,0,100,0,14.3427301587302
"3629","RHB16 Bayswater",25,13,100,366,0,0,43,0,26,8,33,18,4,14,42,18,53,1,40,1179,900,678,729,281,335,268,349,5727,0,100,0,12.9568594104308
"3630","RHB16 Bayswater",35,10,100,366,0,0,43,0,26,8,33,18,4,14,42,18,53,1,40,1179,900,678,729,281,335,268,349,5727,0,100,0,11.7054603174603
"3631","RHB16 Bayswater",45,8,100,366,0,0,43,0,26,8,33,18,4,14,42,18,53,1,40,1179,900,678,729,281,335,268,349,5727,0,100,0,10.2073743386243
"3632","RHB16 Bayswater",55,8,100,366,0,0,43,0,26,8,33,18,4,14,42,18,53,1,40,1179,900,678,729,281,335,268,349,5727,0,100,0,8.69789417989418
"3633","RHB16 Bayswater",65,6,100,366,0,0,43,0,26,8,33,18,4,14,42,18,53,1,40,1179,900,678,729,281,335,268,349,5727,0,100,0,8.99478764478764
"3634","RHB16 Bayswater",75,8,100,366,0,0,43,0,26,8,33,18,4,14,42,18,53,1,40,1179,900,678,729,281,335,268,349,5727,0,100,0,8.42160894660895
"3635","RHB16 Bayswater",85,9,100,366,0,0,43,0,26,8,33,18,4,14,42,18,53,1,40,1179,900,678,729,281,335,268,349,5727,0,100,0,8.39545787545788
"3636","RHB16 Bayswater",95,10,100,366,0,0,43,0,26,8,33,18,4,14,42,18,53,1,40,1179,900,678,729,281,335,268,349,5727,0,100,0,8.24299516908212
"3657","IEU97 Supratidal",15,39,100,580,343,343,55,51,56,26,56,25,9,21,26,0,69,0,73,2329,2073,1205,2131,550,1656,1952,1310,6503,0,0,100,37.2831702544031
"3658","IEU97 Supratidal",30,39,100,580,343,343,55,51,56,26,56,25,9,21,26,0,69,0,73,2329,2073,1205,2131,550,1656,1952,1310,6503,0,0,100,36.898578535892
"3659","IEU97 Supratidal",0,39,100,580,343,343,55,51,56,26,56,25,9,21,26,0,69,0,73,2329,2073,1205,2131,550,1656,1952,1310,6503,0,0,100,37.9338585434174
"3660","IEU97 Hinterland",15,51,100,652,0,0,29,28,57,26,64,29,10,23,27,0,67,0,73,2419,2348,1404,2426,550,1710,1995,1374,6527,0,0,100,52.644301994302
"3661","IEU97 Hinterland",30,51,100,652,0,0,29,28,57,26,64,29,10,23,27,0,67,0,73,2419,2348,1404,2426,550,1710,1995,1374,6527,0,0,100,51.0550297619048
"3662","IEU97 Hinterland",0,51,100,652,0,0,29,28,57,26,64,29,10,23,27,0,67,0,73,2419,2348,1404,2426,550,1710,1995,1374,6527,0,0,100,51.362962962963
"3663","IEU97 Distributary",15,69,100,740,0,0,6,39,54,24,54,24,10,23,25,0,72,0,71,2399,2346,1278,2349,550,1685,1970,1337,6514,0,0,100,63.9235621521336
"3664","IEU97 Distributary",30,69,100,740,0,0,6,39,54,24,54,24,10,23,25,0,72,0,71,2399,2346,1278,2349,550,1685,1970,1337,6514,0,0,100,62.8206215595104
"3665","IEU97 Distributary",0,69,100,740,0,0,6,39,54,24,54,24,10,23,25,0,72,0,71,2399,2346,1278,2349,550,1685,1970,1337,6514,0,0,100,62.843685300207
"3666","IEU16 Tidal Creek",15,67,100,762,0,0,30,51,57,26,54,25,14,21,22,0,69,0,67,2471,2458,1043,2455,550,1714,1976,1346,6523,0,0,100,64.8528957528958
"3667","IEU16 Tidal Creek",30,67,100,762,0,0,30,51,57,26,54,25,14,21,22,0,69,0,67,2471,2458,1043,2455,550,1714,1976,1346,6523,0,0,100,64.0217237308146
"3668","IEU16 Tidal Creek",0,67,100,762,0,0,30,51,57,26,54,25,14,21,22,0,69,0,67,2471,2458,1043,2455,550,1714,1976,1346,6523,0,0,100,64.6897959183674
"3669","RKR10 Core B",1.5,13,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,14.6958236208236
"3670","RKR10 Core B",4.5,13,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,14.4827683175598
"3671","RKR10 Core B",7.5,14,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,14.3103122518507
"3672","RKR10 Core B",10.5,14,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,14.6077951192705
"3673","RKR10 Core B",13.5,16,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,14.3076670551671
"3674","RKR10 Core B",16.5,16,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,15.1565857841174
"3675","RKR10 Core B",19.5,17,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,14.8261666217549
"3676","RKR10 Core B",22.5,16,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,15.2907701844322
"3677","RKR10 Core B",25.5,18,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,15.1204315591433
"3678","RKR10 Core B",28.5,17,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,15.0403296306868
"3679","RKR10 Core B",31.5,17,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,14.7331168410714
"3680","RKR10 Core B",34.5,14,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,15.036677298396
"3681","RKR10 Core B",37.5,11,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,13.4662928492042
"3682","RKR10 Core B",40.5,9,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,12.0044116994117
"3683","RKR10 Core B",43.5,7,100,948,0,0,0,0,15,9,36,20,2,27,31,5,30,1,46,2645,2815,2579,2479,380,504,363,811,2744,0,0,100,11.6032388200035
"3684","RKR10 Core C",1.5,17,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,13.7200069377217
"3685","RKR10 Core C",4.5,15,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,14.33317168064
"3686","RKR10 Core C",7.5,14,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,13.7126276045177
"3687","RKR10 Core C",10.5,14,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,13.7839325368107
"3688","RKR10 Core C",13.5,14,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,13.8829234054959
"3689","RKR10 Core C",16.5,15,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,13.5037127440007
"3690","RKR10 Core C",19.5,12,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,14.1902817379619
"3691","RKR10 Core C",22.5,14,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,13.6025855162808
"3692","RKR10 Core C",25.5,15,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,13.4526178789019
"3693","RKR10 Core C",28.5,12,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,13.6499553271511
"3694","RKR10 Core C",31.5,13,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,12.9572120842121
"3695","RKR10 Core C",34.5,13,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,13.0433302604258
"3696","RKR10 Core C",37.5,12,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,12.4437405568288
"3697","RKR10 Core C",40.5,11,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,11.3289341377577
"3698","RKR10 Core C",43.5,11,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,10.7512207792208
"3699","RKR10 Core C",46.5,9,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,11.1740362165234
"3700","RKR10 Core C",49.5,10,100,949,0,0,0,0,34,9,40,23,2,16,31,0,81,0,62,2687,2812,2626,2509,394,495,392,879,2739,0,0,100,10.7358295247992
"3701","RKR10 Core D",1.5,2,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,6.00369028353279
"3702","RKR10 Core D",4.5,2,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,4.49502946356633
"3703","RKR10 Core D",7.5,2,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,4.74641074066057
"3704","RKR10 Core D",10.5,1,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,5.59722165341949
"3705","RKR10 Core D",13.5,1,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,7.81373920457058
"3706","RKR10 Core D",16.5,12,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,7.48235738881927
"3707","RKR10 Core D",19.5,15,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,11.5411044120755
"3708","RKR10 Core D",22.5,17,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,11.8130009953891
"3709","RKR10 Core D",25.5,15,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,11.9350953517235
"3710","RKR10 Core D",28.5,10,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,12.1572894653135
"3711","RKR10 Core D",31.5,10,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,11.9654468861668
"3712","RKR10 Core D",34.5,11,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,12.0064477758888
"3713","RKR10 Core D",37.5,14,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,11.5013641837364
"3714","RKR10 Core D",40.5,15,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,12.0743889505953
"3715","RKR10 Core D",43.5,17,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,12.374664020176
"3716","RKR10 Core D",46.5,15,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,12.3644506795886
"3717","RKR10 Core D",49.5,14,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,11.8751908641869
"3718","RKR10 Core D",52.5,15,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,12.0486787394295
"3719","RKR10 Core D",55.5,12,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,12.0929058053193
"3720","RKR10 Core D",58.5,11,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,11.3927175482241
"3721","RKR10 Core D",61.5,11,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,11.329582177178
"3722","RKR10 Core D",64.5,10,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,10.6505479461768
"3723","RKR10 Core D",67.5,9,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,10.9262187796517
"3724","RKR10 Core D",70.5,10,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,10.6388838872257
"3725","RKR10 Core D",73.5,9,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,10.6009311547863
"3726","RKR10 Core D",76.5,10,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,10.4642254816456
"3727","RKR10 Core D",79.5,9,100,822,0,0,13,0,34,10,51,32,2,17,34,0,74,0,55,2634,2795,2671,2539,393,421,391,900,2739,0,0,100,10.6886715076409
"3737","FHG16 M4",5,40,100,694,897,897,95,89,36,13,39,16,7,9,10,0,71,0,61,2841,2493,2100,2094,135,587,855,341,6840,0,0,100,43.7944923371648
"3738","FHG16 M4",15,45,100,694,897,897,95,89,36,13,39,16,7,9,10,0,71,0,61,2841,2493,2100,2094,135,587,855,341,6840,0,0,100,42.0383151067934
"3739","FHG16 M4",25,39,100,694,897,897,95,89,36,13,39,16,7,9,10,0,71,0,61,2841,2493,2100,2094,135,587,855,341,6840,0,0,100,41.6084779954345
"3740","FHG16 M5",5,42,100,584,869,869,95,94,36,11,32,10,13,10,6,0,87,0,69,2885,2488,1962,1922,174,740,1044,482,6839,0,0,100,34.8695916695917
"3741","FHG16 M5",15,38,100,584,869,869,95,94,36,11,32,10,13,10,6,0,87,0,69,2885,2488,1962,1922,174,740,1044,482,6839,0,0,100,35.4291082251082
"3792","GNA14 Site 1",7.5,40,100,509,66,66,12,7,71,38,71,42,3,35,34,0,63,0,64,2506,2521,2069,2633,780,446,676,1837,4914,0,0,100,36.7028844785887
