"","SOURCEID","DEPTH","OCDENS","MNGUSG_30mf","SOCS_0_200cm_30m","mfw_30m","a2012mfw_30m","TREL10_30m","TRC_30m","SW1L14_30m","SW2L14_30m","SW1_30m","SW2_30m","SRTMGL1_30m","REDL14_30m","RED_30m","OCCGSW_30m","NIRL14_30m","EXTGSW_30m","NIR_30m","SST_1_30m","SST_2_30m","SST_3_30m","SST_4_30m","TSM_1_30m","TSM_2_30m","TSM_3_30m","TSM_4_30m","TidalRange_30m","MTYP_Organogenic_30m","MTYP_Mineralogenic_30m","MTYP_Estuarine_30m","OCDENS.predicted"
"197","JBK14 Granja Bajo",100,54,100,904,0,0,20,0,15,4,18,3,5,11,8,0,31,0,41,2130,2559,2791,2679,268,260,187,366,2192,0,0,100,47.0397619047619
"198","JBK14 Granja Bajo",0,46,100,904,0,0,20,0,15,4,18,3,5,11,8,0,31,0,41,2130,2559,2791,2679,268,260,187,366,2192,0,0,100,43.6756126809698
"199","JBK14 Granja Bajo",15,42,100,904,0,0,20,0,15,4,18,3,5,11,8,0,31,0,41,2130,2559,2791,2679,268,260,187,366,2192,0,0,100,44.6078135479544
"200","JBK14 Granja Bajo",30,36,100,904,0,0,20,0,15,4,18,3,5,11,8,0,31,0,41,2130,2559,2791,2679,268,260,187,366,2192,0,0,100,42.9562152133581
"201","JBK14 Granja Bajo",50,54,100,904,0,0,20,0,15,4,18,3,5,11,8,0,31,0,41,2130,2559,2791,2679,268,260,187,366,2192,0,0,100,40.9807432567433
"202","JBK14 Morro Bajo",7.5,47,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,43.5730577378726
"203","JBK14 Morro Bajo",22.5,41,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,43.4325986220352
"204","JBK14 Morro Bajo",40,42,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,41.0902679598882
"205","JBK14 Morro Bajo",75,38,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,39.6758812615955
"206","JBK14 Morro Bajo",163.5,38,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,38.0800342819574
"207","JBK14 Morro Bajo",15,47,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,42.219780980055
"208","JBK14 Morro Bajo",30,41,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,41.6864625614626
"209","JBK14 Morro Bajo",50,42,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,40.0652970706542
"210","JBK14 Morro Bajo",100,38,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,38.8481906114719
"211","JBK14 Morro Bajo",227,38,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,36.323685515873
"212","JBK14 Morro Bajo",0,47,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,42.8829157144226
"213","JBK14 Morro Bajo",15,41,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,44.6646890450169
"214","JBK14 Morro Bajo",30,42,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,41.3207003314146
"215","JBK14 Morro Bajo",50,38,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,41.3784738581035
"216","JBK14 Morro Bajo",100,38,100,795,0,0,0,0,29,8,30,9,3,23,25,0,65,0,69,2140,2562,2789,2673,250,245,180,334,2194,0,100,0,38.7345035705036
"217","DMA99 HM1",17.5,53,100,627,735,735,81,81,16,5,28,13,7,4,12,0,51,0,75,1944,1610,885,772,487,127,39,383,6820,0,0,100,52.7048834931188
"218","DMA99 HM1",35,53,100,627,735,735,81,81,16,5,28,13,7,4,12,0,51,0,75,1944,1610,885,772,487,127,39,383,6820,0,0,100,51.6589162250415
"219","DMA99 HM1",0,53,100,627,735,735,81,81,16,5,28,13,7,4,12,0,51,0,75,1944,1610,885,772,487,127,39,383,6820,0,0,100,51.0356760327736
"220","DMA99 HM2",29,46,100,766,717,717,45,79,30,14,28,13,10,13,9,0,29,0,66,1900,1482,1099,1200,534,236,205,339,6769,0,0,100,47.1945803196901
"221","DMA99 HM2",58,46,100,766,717,717,45,79,30,14,28,13,10,13,9,0,29,0,66,1900,1482,1099,1200,534,236,205,339,6769,0,0,100,45.9891202101756
"222","DMA99 HM2",0,46,100,766,717,717,45,79,30,14,28,13,10,13,9,0,29,0,66,1900,1482,1099,1200,534,236,205,339,6769,0,0,100,47.5272397094431
"223","RC99 S1",1,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,100.077282203934
"224","RC99 S1",3,125,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,77.1746592303134
"225","RC99 S1",5,108,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,89.8387993874415
"226","RC99 S1",7,106,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,83.1647402069284
"227","RC99 S1",9,121,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,71.3390864157718
"228","RC99 S1",11,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,79.836012819417
"229","RC99 S1",13,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,59.9539299288164
"230","RC99 S1",15,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,57.0717419913549
"231","RC99 S1",17,52,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,56.6480739790575
"232","RC99 S1",19,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,56.2383250937004
"233","RC99 S1",21,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,55.8474859555935
"234","RC99 S1",23,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,56.6564395313394
"235","RC99 S1",25,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,55.1938000785717
"236","RC99 S1",27,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,56.4385169010531
"237","RC99 S1",29,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,56.9224603709024
"238","RC99 S1",31,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,56.583741798107
"239","RC99 S1",33,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,55.926464655667
"240","RC99 S1",35,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,54.5616797833323
"241","RC99 S1",37,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,57.4434652327009
"242","RC99 S1",39,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,57.4800695798333
"243","RC99 S1",41,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,58.6307779922176
"244","RC99 S1",43,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,60.0553283344004
"245","RC99 S1",45,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,62.5037785077536
"246","RC99 S1",47,51,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,69.9276703398219
"247","RC99 S1",49,103,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,73.8114499119316
"248","RC99 S1",51,111,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,90.1895924040542
"249","RC99 S1",53,134,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,93.9567240524209
"250","RC99 S1",55,102,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,101.020871196502
"251","RC99 S1",57,98,100,1496,770,770,96,89,24,6,26,6,17,8,5,0,76,0,73,2166,2566,2920,2178,1058,701,642,977,2145,0,0,100,97.6316703419787
"252","RC99 S3",1,67,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,50.7197401227858
"253","RC99 S3",3,44,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,59.6067591282261
"254","RC99 S3",5,40,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,54.9852630621172
"255","RC99 S3",7,47,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,53.1887291824975
"256","RC99 S3",9,43,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,55.2579356753972
"257","RC99 S3",11,57,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,50.1814435861822
"258","RC99 S3",13,47,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,54.4649553490774
"259","RC99 S3",15,57,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,54.097077399029
"260","RC99 S3",17,44,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,57.2007904156532
"261","RC99 S3",19,67,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,53.4157535821661
"262","RC99 S3",21,50,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,60.7159296041892
"263","RC99 S3",23,56,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,60.4282286955044
"264","RC99 S3",25,67,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,58.5714099419542
"265","RC99 S3",27,63,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,62.457359356595
"266","RC99 S3",29,64,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,62.7358026860855
"267","RC99 S3",31,61,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,63.9936003124508
"268","RC99 S3",33,65,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,63.9806562464421
"269","RC99 S3",35,68,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,64.0351081007935
"270","RC99 S3",37,68,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,64.8896869959235
"271","RC99 S3",39,65,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,65.948342201043
"272","RC99 S3",41,73,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,64.22817835394
"273","RC99 S3",43,67,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,66.3324159902508
"274","RC99 S3",45,65,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,66.6613497257484
"275","RC99 S3",47,69,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,66.6570781117308
"276","RC99 S3",49,76,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,65.6286997959306
"277","RC99 S3",51,69,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,67.130104394774
"278","RC99 S3",53,73,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,66.2088573373166
"279","RC99 S3",55,73,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,64.3673534212493
"280","RC99 S3",57,61,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,65.9037725110308
"281","RC99 S3",59,51,100,1195,770,770,98,89,30,13,28,11,16,9,8,0,75,0,71,2236,2577,2904,2161,862,676,582,799,2188,0,0,100,66.8914561990687
"282","RC99 S4",1,23,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,32.3169605365898
"283","RC99 S4",3,27,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,32.6322761520199
"284","RC99 S4",5,28,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,31.5435756138579
"285","RC99 S4",7,28,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,31.0667001834808
"286","RC99 S4",9,28,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,33.0238585831086
"287","RC99 S4",11,31,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,32.9050711395205
"288","RC99 S4",13,35,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,34.774163210013
"289","RC99 S4",15,35,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,35.7161020335756
"290","RC99 S4",17,35,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,37.6414956358492
"291","RC99 S4",19,41,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,37.2887417762004
"292","RC99 S4",21,39,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,37.7952753730317
"293","RC99 S4",23,37,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,38.4665540555083
"294","RC99 S4",25,43,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,37.3712702556692
"295","RC99 S4",27,37,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,39.2682764058984
"296","RC99 S4",29,42,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,37.7571088331574
"297","RC99 S4",31,44,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,38.4798326133648
"298","RC99 S4",33,40,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,39.1657968281447
"299","RC99 S4",35,42,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,38.6934822596127
"300","RC99 S4",37,44,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,39.0949628112157
"301","RC99 S4",39,45,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,38.588441228827
"302","RC99 S4",41,43,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,38.4121365500526
"303","RC99 S4",43,38,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,38.1564069086125
"304","RC99 S4",45,34,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,37.5416717841708
"305","RC99 S4",47,32,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,35.8365757292388
"306","RC99 S4",49,35,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,35.5177549642976
"307","RC99 S4",51,31,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,36.6791887677519
"308","RC99 S4",53,37,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,35.0028165026999
"309","RC99 S4",55,41,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,34.4059594913512
"310","RC99 S4",57,32,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,34.1784700163026
"311","RC99 S4",59,19,100,1040,822,822,66,89,36,14,33,13,10,8,11,0,77,0,68,2273,2452,2838,2104,803,661,569,720,2297,0,0,100,35.6168460784805
"312","RC99 S6",1,48,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,46.2188025130342
"313","RC99 S6",3,48,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,47.5417895537094
"314","RC99 S6",5,48,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,47.8552282791414
"315","RC99 S6",7,50,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,46.9975152555363
"316","RC99 S6",9,51,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,47.7462633234504
"317","RC99 S6",11,50,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,48.0781405488652
"318","RC99 S6",13,50,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,48.1921831383698
"319","RC99 S6",15,49,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,48.0927162435251
"320","RC99 S6",17,48,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,48.3742110283395
"321","RC99 S6",19,49,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,47.9239521232448
"322","RC99 S6",21,49,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,47.5535201184106
"323","RC99 S6",23,49,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,47.5391672973631
"324","RC99 S6",25,48,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,47.5726180645757
"325","RC99 S6",27,47,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,47.7917094332452
"326","RC99 S6",29,46,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,46.8034788629449
"327","RC99 S6",31,45,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,45.9203893212584
"328","RC99 S6",33,44,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,45.4281459810415
"329","RC99 S6",35,44,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,44.9058655418995
"330","RC99 S6",37,44,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,44.7484229904152
"331","RC99 S6",39,44,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,44.7250371075032
"332","RC99 S6",41,44,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,44.6957825392532
"333","RC99 S6",43,44,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,44.6556098512056
"334","RC99 S6",45,43,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,44.7686874580824
"335","RC99 S6",47,44,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,44.6523974243706
"336","RC99 S6",49,44,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,44.9176274382093
"337","RC99 S6",51,45,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,44.6676782713507
"338","RC99 S6",53,45,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,44.7252715382482
"339","RC99 S6",55,44,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,44.818794092034
"340","RC99 S6",57,43,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,44.7870732855481
"341","RC99 S6",59,44,100,971,527,527,96,61,58,25,56,28,4,17,17,0,68,0,66,1916,2375,2695,2188,888,709,615,753,2460,0,0,100,44.1357861790133
"342","DMA96 Low",10,38,100,694,491,491,55,54,17,7,27,13,10,5,11,0,62,0,71,2923,2204,2070,2633,437,514,487,446,6615,0,0,100,39.7824074074074
"343","DMA96 Low",20,38,100,694,491,491,55,54,17,7,27,13,10,5,11,0,62,0,71,2923,2204,2070,2633,437,514,487,446,6615,0,0,100,40.8244725738397
"344","DMA96 Low",0,38,100,694,491,491,55,54,17,7,27,13,10,5,11,0,62,0,71,2923,2204,2070,2633,437,514,487,446,6615,0,0,100,39.7166666666667
"345","DMA96 Med",10,70,100,717,536,536,45,59,19,4,25,13,11,7,9,0,48,0,66,2922,2198,2066,2630,440,518,491,450,6616,0,0,100,60.8992673992674
"346","DMA96 Med",20,70,100,717,536,536,45,59,19,4,25,13,11,7,9,0,48,0,66,2922,2198,2066,2630,440,518,491,450,6616,0,0,100,62.7440476190476
"347","DMA96 Med",0,70,100,717,536,536,45,59,19,4,25,13,11,7,9,0,48,0,66,2922,2198,2066,2630,440,518,491,450,6616,0,0,100,61.2915804002761
"348","DMA96 High",10,76,100,751,409,409,45,45,33,16,30,13,5,12,17,0,43,0,53,2921,2189,2059,2627,444,523,498,458,6618,0,0,100,65.9712121212121
"349","DMA96 High",20,76,100,751,409,409,45,45,33,16,30,13,5,12,17,0,43,0,53,2921,2189,2059,2627,444,523,498,458,6618,0,0,100,67.3628815628816
"350","DMA96 High",0,76,100,751,409,409,45,45,33,16,30,13,5,12,17,0,43,0,53,2921,2189,2059,2627,444,523,498,458,6618,0,0,100,66.8706004140787
"351","DMA96 Creek Bank",10,31,100,687,618,618,79,68,19,10,28,12,8,11,13,0,46,0,67,2924,2209,2074,2635,433,509,482,440,6614,0,0,0,34.831793413883
"352","DMA96 Creek Bank",20,31,100,687,618,618,79,68,19,10,28,12,8,11,13,0,46,0,67,2924,2209,2074,2635,433,509,482,440,6614,0,0,0,34.7185334227588
"353","DMA96 Creek Bank",0,31,100,687,618,618,79,68,19,10,28,12,8,11,13,0,46,0,67,2924,2209,2074,2635,433,509,482,440,6614,0,0,0,35.3318801699083
"354","DMA00 PH1",3.3425,19,100,405,197,197,9,22,32,25,43,39,9,17,27,0,64,0,68,3067,2426,2140,2791,2404,1619,1546,1264,16707,0,100,0,18.8783666154634
